S17time_const,S17pm01_const,S17pm25_const,S17pm10_const,S17time_bike,S17pm01_bike,S17pm25_bike,S17pm10_bike,S17time_ped,S17pm01_ped,S17pm25_ped,S17pm10_ped,S04time_const,S04pm01_const,S04pm25_const,S04pm10_const,S04time_bike,S04pm01_bike,S04pm25_bike,S04pm10_bike,S04time_ped,S04pm01_ped,S04pm25_ped,S04pm10_ped,S02time_const,S02pm01_const,S02pm25_const,S02pm10_const,S02time_bike,S02pm01_bike,S02pm25_bike,S02pm10_bike,S02time_ped,S02pm01_ped,S02pm25_ped,S02pm10_ped,S16time_const,S16pm01_const,S16pm25_const,S16pm10_const,S16time_bike,S16pm01_bike,S16pm25_bike,S16pm10_bike,S16time_ped,S16pm01_ped,S16pm25_ped,S16pm10_ped,S##time_const,S##pm01_const,S##pm25_const,S##pm10_const,S##time_bike,S##pm01_bike,S##pm25_bike,S##pm10_bike,S##time_ped,S##pm01_ped,S##pm25_ped,S##pm10_ped
,,,,,,,,,,,,361944,12,20,20,361944,12,20,20,346155,10,17,19,336415,2,4,5,,,,,,,,,322154,5,7,7,379990,5,8,9,328890,4,6,6,,,,,,,,,,,,
,,,,,,,,,,,,362784,12,20,20,362784,12,20,20,347066,11,19,20,337257,1,3,4,,,,,,,,,322995,5,7,7,380830,5,8,9,329731,4,6,6,,,,,,,,,,,,
,,,,,,,,,,,,363625,12,20,20,363625,12,20,20,347977,10,18,19,338168,2,3,4,,,,,,,,,323834,5,7,7,381741,6,9,9,330570,4,6,6,,,,,,,,,,,,
,,,,,,,,,,,,364536,11,20,20,364536,11,20,20,348888,10,19,21,339009,2,3,4,,,,,,,,,324745,5,7,7,382580,6,9,9,331481,4,6,6,,,,,,,,,,,,
,,,,,,,,,,,,365377,11,20,20,365377,11,20,20,349799,10,19,21,339851,2,3,4,,,,,,,,,325584,5,7,7,383421,6,9,9,332321,5,7,7,,,,,,,,,,,,
,,,,,,,,,,,,366218,11,20,20,366218,11,20,20,350710,9,18,20,340762,1,3,3,,,,,,,,,,,,,384331,6,10,10,333161,5,7,7,,,,,,,,,,,,
,,,,,,,,,,,,367129,11,19,19,367129,11,19,19,351552,9,18,20,341604,1,3,3,,,,,,,,,,,,,385171,6,10,10,334072,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,367970,11,19,19,367970,11,19,19,352393,9,18,20,,,,,,,,,,,,,,,,,386011,6,10,10,334912,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,368811,11,19,19,368811,11,19,19,353304,9,18,20,,,,,,,,,,,,,,,,,386922,7,10,10,335753,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,369722,11,20,20,369722,11,20,20,354145,9,18,20,,,,,,,,,,,,,,,,,387762,7,10,10,336662,5,8,8,,,,,,,,,,,,
,,,,,,,,,,,,370564,11,20,20,370564,11,20,20,354985,9,18,20,,,,,,,,,,,,,,,,,388601,7,10,10,337503,5,8,8,,,,,,,,,,,,
,,,,,,,,,,,,371403,11,20,20,371403,11,20,20,355897,9,16,18,,,,,,,,,,,,,,,,,389512,7,10,11,338342,4,7,7,,,,,,,,,,,,
,,,,,,,,,,,,372315,11,19,19,372315,11,19,19,356738,9,16,18,,,,,,,,,,,,,,,,,390352,7,10,11,339253,4,7,7,,,,,,,,,,,,
,,,,,,,,,,,,373155,11,19,19,373155,11,19,19,357578,9,16,18,,,,,,,,,,,,,,,,,391191,7,10,11,340093,4,7,7,,,,,,,,,,,,
,,,,,,,,,,,,373996,11,19,19,373996,11,19,19,358490,9,16,17,,,,,,,,,,,,,,,,,392101,7,10,10,340933,5,8,8,,,,,,,,,,,,
,,,,,,,,,,,,374907,11,19,20,374907,11,19,20,359330,9,16,17,,,,,,,,,,,,,,,,,392942,7,10,10,341843,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,375748,11,19,20,375748,11,19,20,360171,9,16,17,,,,,,,,,,,,,,,,,393782,7,10,10,342684,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,376590,11,19,20,376590,11,19,20,,,,,,,,,,,,,,,,,,,,,394692,8,10,11,343525,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,377500,10,18,19,377500,10,18,19,,,,,,,,,,,,,,,,,,,,,395533,8,10,11,344434,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,378341,10,18,19,378341,10,18,19,,,,,,,,,,,,,,,,,,,,,396372,8,10,11,345275,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,379182,10,18,19,379182,10,18,19,,,,,,,,,,,,,,,,,,,,,397284,8,11,12,346116,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,380094,10,18,20,380094,10,18,20,,,,,,,,,,,,,,,,,,,,,398123,8,11,12,347026,5,8,9,,,,,,,,,,,,
,,,,,,,,,,,,380935,10,18,20,380935,10,18,20,,,,,,,,,,,,,,,,,,,,,398963,8,11,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,381775,10,18,20,381775,10,18,20,,,,,,,,,,,,,,,,,,,,,399874,8,11,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,382687,11,19,21,382687,11,19,21,,,,,,,,,,,,,,,,,,,,,400713,8,11,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,383527,11,19,21,383527,11,19,21,,,,,,,,,,,,,,,,,,,,,401554,8,11,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,384369,11,19,21,384369,11,19,21,,,,,,,,,,,,,,,,,,,,,402464,8,12,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403304,8,12,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404145,8,12,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405055,9,12,12,,,,,,,,,,,,,,,,
