S17time_const,S17pm01_const,S17pm25_const,S17pm10_const,S17time_bike,S17pm01_bike,S17pm25_bike,S17pm10_bike,S17time_ped,S17pm01_ped,S17pm25_ped,S17pm10_ped,S04time_const,S04pm01_const,S04pm25_const,S04pm10_const,S04time_bike,S04pm01_bike,S04pm25_bike,S04pm10_bike,S04time_ped,S04pm01_ped,S04pm25_ped,S04pm10_ped,S02time_const,S02pm01_const,S02pm25_const,S02pm10_const,S02time_bike,S02pm01_bike,S02pm25_bike,S02pm10_bike,S02time_ped,S02pm01_ped,S02pm25_ped,S02pm10_ped,S16time_const,S16pm01_const,S16pm25_const,S16pm10_const,S16time_bike,S16pm01_bike,S16pm25_bike,S16pm10_bike,S16time_ped,S16pm01_ped,S16pm25_ped,S16pm10_ped,S##time_const,S##pm01_const,S##pm25_const,S##pm10_const,S##time_bike,S##pm01_bike,S##pm25_bike,S##pm10_bike,S##time_ped,S##pm01_ped,S##pm25_ped,S##pm10_ped
72318,13,29,29,5517,18,23,23,372348,10,16,19,43831,1,14,14,43831,1,14,14,25751,7,7,7,15533,3,4,5,11168,2,6,6,19512,0,1,1,4236,3,7,7,63076,9,13,14,11509,3,4,4,,,,,,,,,,,,
73354,15,25,26,6673,14,20,20,373860,17,26,26,45063,9,14,16,45063,9,14,16,27759,8,13,13,16442,3,4,5,12473,2,3,3,21030,1,1,1,5947,4,6,6,63921,9,13,14,12413,3,4,4,,,,,,,,,,,,
74265,16,25,27,7624,14,20,20,374701,17,26,26,45903,9,14,16,45903,9,14,16,28600,8,13,13,17283,3,4,5,13378,2,2,3,21872,1,1,1,6311,4,6,6,64761,9,13,14,13324,4,5,5,,,,,,,,,,,,
75176,16,25,26,8578,14,19,19,375612,17,25,25,46744,9,14,16,46744,9,14,16,29511,8,14,14,18124,3,4,5,14220,2,2,3,22784,1,1,1,7199,4,6,6,65671,9,13,14,14234,4,5,5,,,,,,,,,,,,
76088,16,25,27,9531,14,19,19,376495,17,25,25,47655,10,15,17,47655,10,15,17,30352,8,14,14,19055,4,5,5,15063,2,2,3,23625,1,1,1,8110,4,6,6,66511,9,13,14,15144,3,5,5,,,,,,,,,,,,
76998,17,26,28,10483,13,19,19,377377,17,25,25,48496,10,15,17,48496,10,15,17,31193,8,14,14,19888,4,5,5,15974,2,3,4,24467,1,1,1,9020,5,6,7,67351,9,13,14,16054,4,5,5,,,,,,,,,,,,
77910,17,25,27,11437,13,17,17,378289,17,25,26,49337,10,15,17,49337,10,15,17,32104,8,16,16,20721,4,5,5,16816,2,3,4,25397,1,1,1,9930,5,7,8,68262,9,13,13,16964,4,5,5,,,,,,,,,,,,
78821,17,26,27,12389,13,17,17,379129,17,25,26,50248,10,16,18,50248,10,16,18,33015,8,15,15,21630,3,5,5,17658,2,3,4,26230,1,1,1,10841,6,7,8,69102,9,13,13,17874,4,5,5,,,,,,,,,,,,
79732,18,26,27,13301,14,17,17,379971,17,25,26,51089,10,16,18,51089,10,16,18,33927,8,17,17,22472,3,5,5,18570,3,4,4,27063,1,1,1,11751,6,7,8,69943,9,13,13,18785,4,4,4,,,,,,,,,,,,
80644,17,28,30,14255,14,19,19,380882,16,24,26,51930,10,16,18,51930,10,16,18,34838,9,18,18,23313,3,5,5,19411,3,4,4,27974,1,2,2,12661,6,7,8,70853,9,12,12,19695,4,4,4,,,,,,,,,,,,
81555,17,26,29,15207,14,19,19,381723,16,24,27,52841,10,15,17,52841,10,15,17,35749,9,19,19,24244,3,5,5,20253,3,4,4,28816,1,2,2,13572,6,7,8,71693,9,12,12,20605,4,4,4,,,,,,,,,,,,
82466,17,27,29,16160,14,19,19,382606,16,24,27,53682,10,15,17,53682,10,15,17,36661,9,19,20,25077,3,5,5,21165,2,4,4,29658,1,2,2,14482,6,7,8,72534,9,12,12,21445,4,4,4,,,,,,,,,,,,
83378,17,27,29,17113,14,19,19,383559,16,26,28,54522,10,15,17,54522,10,15,17,37572,10,20,21,25910,3,5,5,22007,2,4,4,30569,1,2,2,15392,6,7,8,73443,9,12,12,22286,4,4,4,,,,,,,,,,,,
84218,17,27,29,18066,15,20,20,384442,16,25,27,55434,11,16,16,55434,11,16,16,38483,10,20,21,26819,3,5,5,22849,2,4,4,31411,1,2,2,16303,5,7,7,74284,9,12,12,23195,3,4,4,,,,,,,,,,,,
85059,17,27,29,19019,15,19,19,385325,16,25,27,56274,11,16,16,56274,11,16,16,39395,11,21,22,30794,3,5,5,23760,2,3,4,32252,1,2,2,17212,5,7,7,75124,9,12,12,24036,3,4,4,,,,,,,,,,,,
85969,17,27,29,19972,14,19,19,386278,16,25,27,57116,11,16,16,57116,11,16,16,40306,11,21,21,32008,2,4,4,24602,2,3,4,33164,2,2,2,18122,5,6,6,76035,9,12,12,24876,3,4,4,,,,,,,,,,,,
86810,17,27,29,20854,14,19,19,387119,16,25,27,58027,11,15,16,58027,11,15,16,41218,11,20,21,32849,2,4,4,25444,2,3,4,34006,2,2,2,19033,4,5,5,76874,9,12,12,25786,3,4,4,,,,,,,,,,,,
87651,17,27,29,21737,14,19,19,387959,16,25,27,58867,11,15,16,58867,11,15,16,42129,11,21,21,33692,2,4,4,26355,2,3,4,34847,2,2,2,19873,4,5,5,77715,9,12,12,26627,3,4,4,,,,,,,,,,,,
88562,16,27,28,22648,14,19,19,388872,17,25,28,59708,11,15,16,59708,11,15,16,43040,11,20,21,34603,2,4,4,27197,2,3,4,35760,2,3,3,20714,4,5,5,78625,9,11,11,27466,3,4,4,,,,,,,,,,,,
89403,15,26,27,23531,14,19,19,389712,17,25,28,60619,11,15,15,60619,11,15,15,43881,11,20,21,35444,2,4,4,28040,2,3,4,36600,2,3,3,21624,4,6,6,79465,9,11,11,28377,4,5,5,,,,,,,,,,,,
90243,15,26,27,24413,14,19,19,390553,17,25,28,61460,11,15,15,61460,11,15,15,44723,11,20,21,36285,2,4,4,28951,2,3,3,37442,2,3,3,22464,4,6,6,80306,9,11,11,29216,4,5,5,,,,,,,,,,,,
91154,15,25,26,25366,14,18,18,391465,17,24,27,62302,11,15,15,62302,11,15,15,45633,11,20,21,37196,2,3,3,29793,2,3,3,38352,2,3,3,23305,4,6,6,81216,9,12,12,30057,4,5,5,,,,,,,,,,,,
91995,15,25,26,26249,14,18,18,392306,17,24,27,63212,11,15,15,63212,11,15,15,46475,11,20,21,38038,2,3,3,30637,2,3,3,39194,2,3,3,24215,4,6,6,82057,9,12,12,30967,4,5,5,,,,,,,,,,,,
92835,15,25,26,27131,14,18,18,393147,17,24,27,64053,11,15,15,64053,11,15,15,47315,11,20,21,38880,2,3,3,31547,2,3,3,40036,2,3,3,25056,4,6,6,82897,9,12,12,31807,4,5,5,,,,,,,,,,,,
93747,16,25,26,28084,13,19,19,394059,17,25,27,64893,11,15,15,64893,11,15,15,48227,11,20,20,39791,2,4,4,32389,2,3,3,40947,2,3,3,25895,4,6,6,83808,9,12,12,32648,4,5,5,,,,,,,,,,,,
94587,16,25,26,28966,13,19,19,394971,17,26,27,65805,11,15,15,65805,11,15,15,49068,11,20,20,40633,2,4,4,33231,2,3,3,41789,2,3,3,26806,4,6,6,84648,9,12,12,33557,4,5,5,,,,,,,,,,,,
95427,16,25,26,29849,13,19,19,395883,16,25,27,66646,11,15,15,66646,11,15,15,49909,11,20,20,41475,2,4,4,34143,2,3,3,42631,2,3,3,27646,4,6,6,85488,9,12,12,34399,4,5,5,,,,,,,,,,,,
96338,16,25,26,30801,13,17,18,396794,17,26,29,67487,11,15,15,67487,11,15,15,50820,11,20,21,42386,1,2,2,34984,2,3,3,43542,2,3,3,28486,4,6,6,86398,8,10,10,35237,4,5,5,,,,,,,,,,,,
97180,16,25,26,31684,13,17,18,397707,17,26,28,68398,11,15,15,68398,11,15,15,51660,11,20,21,43228,1,2,2,35826,2,3,3,44384,2,3,3,29398,5,6,6,87239,8,10,10,36148,4,5,5,,,,,,,,,,,,
98021,17,26,27,32568,13,17,18,398619,17,26,28,69238,11,15,15,69238,11,15,15,52501,11,20,21,44069,1,2,2,36738,3,4,4,45225,2,3,3,30237,5,6,6,88079,8,10,10,36987,3,4,4,,,,,,,,,,,,
98973,17,27,28,33520,13,18,18,399529,17,26,26,70079,11,15,15,70079,11,15,15,53412,12,19,21,44981,1,2,2,37579,3,4,4,46137,1,3,3,31078,5,6,6,88989,9,10,10,37828,3,4,4,,,,,,,,,,,,
99885,17,25,26,34403,13,18,18,400442,17,26,27,70990,11,15,15,70990,11,15,15,54254,12,19,21,45822,1,2,2,38422,3,4,4,46979,1,3,3,31988,5,6,6,89829,9,10,10,38738,3,4,4,,,,,,,,,,,,
100797,18,26,26,35284,13,18,18,401353,17,26,26,71831,11,15,15,71831,11,15,15,55095,12,19,21,46663,1,2,2,39333,3,4,4,47820,1,3,3,32828,5,6,6,90670,9,10,10,39578,3,4,4,,,,,,,,,,,,
101708,18,26,26,36238,13,18,19,402307,17,27,28,72672,11,15,15,72672,11,15,15,56006,11,18,21,47576,1,3,3,40175,3,4,4,48733,2,3,3,33669,5,6,6,91580,8,10,10,40419,3,4,4,,,,,,,,,,,,
102620,19,26,26,37121,13,18,19,403260,17,26,26,73583,11,14,14,73583,11,14,14,56847,11,18,21,48416,1,3,3,41018,3,4,4,49574,2,3,3,34579,5,7,7,92421,8,10,10,41328,3,5,5,,,,,,,,,,,,
103531,20,28,28,38003,13,18,19,404213,17,26,26,74425,11,14,14,74425,11,14,14,57688,11,18,21,49258,1,3,3,41929,2,3,3,50416,2,3,3,35419,5,7,7,93260,8,10,10,42169,3,5,5,,,,,,,,,,,,
104442,20,28,28,38956,13,18,19,405167,17,27,28,75266,11,14,14,75266,11,14,14,58599,11,18,20,50169,1,2,2,42771,2,3,3,51328,2,3,3,36259,5,7,7,94171,8,10,10,43009,3,5,5,,,,,,,,,,,,
105354,20,29,29,39838,13,18,19,406049,17,28,29,76176,11,15,15,76176,11,15,15,59440,11,17,20,51011,1,2,2,43613,2,3,3,52169,2,3,3,37170,5,8,8,95011,8,10,10,43919,3,4,5,,,,,,,,,,,,
106265,20,30,30,40721,13,18,19,406932,17,28,29,77018,11,15,15,77018,11,15,15,60280,11,17,20,51853,1,2,2,44524,2,3,3,53011,2,3,3,38010,5,8,8,95851,8,10,10,44760,3,4,5,,,,,,,,,,,,
107176,20,30,30,41674,13,17,18,407843,17,27,29,77858,11,15,15,77858,11,15,15,61192,10,19,21,52764,1,2,2,45367,2,3,3,53922,2,3,3,38850,5,8,8,96762,8,10,10,45599,3,4,5,,,,,,,,,,,,
108088,19,29,29,42557,13,17,18,408685,17,27,29,78769,11,15,16,78769,11,15,16,62032,10,19,21,53606,1,2,2,46209,2,3,3,54764,2,3,3,39760,5,8,8,97602,8,10,10,46510,3,4,5,,,,,,,,,,,,
108998,18,29,29,43440,13,17,18,409526,17,27,29,79609,11,15,16,79609,11,15,16,62873,10,18,21,54448,1,2,2,47120,2,2,2,55606,2,3,3,40601,5,8,8,98443,8,10,10,47349,3,4,5,,,,,,,,,,,,
109910,18,28,29,44392,13,18,19,410437,16,27,29,80451,11,15,16,80451,11,15,16,63785,10,17,21,55359,1,2,2,47962,2,2,2,56518,2,2,2,41442,5,8,8,99353,7,10,10,48190,3,4,5,,,,,,,,,,,,
110750,18,28,29,45233,13,18,19,411279,16,26,28,81361,10,15,16,81361,10,15,16,64625,10,17,21,56201,1,2,2,48803,2,2,2,57360,2,2,2,42351,5,8,8,100193,7,10,10,49099,3,5,5,,,,,,,,,,,,
111591,18,28,29,46074,13,18,19,412120,16,26,28,82203,10,15,16,82203,10,15,16,65466,10,17,21,57042,1,2,2,49715,2,3,3,58202,2,2,2,43192,5,8,8,101033,7,10,10,49940,3,5,5,,,,,,,,,,,,
112502,17,26,27,46986,13,18,19,413031,16,26,27,83043,10,15,16,83043,10,15,16,66377,10,17,21,57953,2,3,3,50556,2,3,3,59113,2,2,2,44032,5,8,8,101944,7,10,10,50780,3,5,5,,,,,,,,,,,,
113343,17,26,27,47826,13,18,19,413873,16,26,27,83954,10,15,16,83954,10,15,16,67219,10,17,21,58796,2,3,3,51398,2,3,3,59956,2,2,2,44943,5,8,8,102784,7,10,10,51690,2,5,6,,,,,,,,,,,,
114184,17,26,27,48667,13,18,19,414713,16,26,28,84795,10,15,16,84795,10,15,16,68060,10,17,21,59636,2,3,3,52311,3,3,3,60796,2,2,2,45783,5,8,8,103624,7,10,10,52531,2,5,6,,,,,,,,,,,,
115094,16,25,26,49579,13,19,20,415625,16,26,29,85636,10,15,16,85636,10,15,16,68970,10,17,21,60548,2,3,3,53152,3,3,3,61708,2,2,2,46623,5,8,8,104535,7,10,10,53370,2,5,6,,,,,,,,,,,,
115935,16,25,26,50420,13,19,20,416466,16,26,29,86547,10,15,16,86547,10,15,16,69812,10,17,21,61389,2,3,3,53995,3,3,3,62551,2,2,2,47533,5,8,8,105374,7,10,10,54281,2,5,6,,,,,,,,,,,,
116775,16,25,26,51261,13,19,20,417307,16,26,29,87388,10,15,16,87388,10,15,16,70652,10,17,21,62231,2,3,3,54906,3,3,3,63392,2,2,2,48373,5,8,8,106215,7,10,10,55120,3,6,7,,,,,,,,,,,,
117687,15,24,25,52172,13,19,20,418219,15,25,28,88228,10,15,16,88228,10,15,16,71564,10,17,20,63142,2,3,3,55747,3,3,3,64304,2,2,2,49213,5,8,8,107125,7,10,10,55962,3,6,7,,,,,,,,,,,,
118528,15,24,25,53013,13,19,20,419059,15,25,28,89140,10,16,17,89140,10,16,17,72406,10,17,20,63984,2,3,3,56589,3,3,3,65145,2,2,2,50123,5,7,7,107966,7,10,10,56871,3,6,8,,,,,,,,,,,,
119368,15,24,25,53854,13,19,20,419901,15,25,28,89980,10,16,17,89980,10,16,17,73246,10,17,20,64826,2,3,3,57500,2,3,3,65987,2,2,2,50964,5,7,7,108806,7,10,10,57712,3,6,8,,,,,,,,,,,,
120280,14,23,24,54766,13,20,22,420812,15,25,28,90821,10,16,17,90821,10,16,17,74158,10,17,21,65737,2,3,3,58342,2,3,3,66898,2,2,2,51805,5,7,7,109717,7,10,10,58552,3,6,8,,,,,,,,,,,,
121119,14,23,24,55607,13,20,22,421653,15,25,28,91734,10,17,17,91734,10,17,17,74997,10,17,21,66579,2,3,3,59184,2,3,3,67740,2,2,2,52715,5,7,7,110558,7,10,10,59462,4,6,8,,,,,,,,,,,,
121960,14,23,24,56448,13,20,22,422495,15,25,28,92573,10,17,17,92573,10,17,17,75838,10,17,21,67421,2,3,3,60096,2,3,3,68583,2,2,2,53556,5,7,7,111397,7,10,10,60302,4,6,8,,,,,,,,,,,,
122872,14,23,23,57360,13,20,21,423405,15,23,25,93415,10,17,17,93415,10,17,17,76749,10,17,21,68332,2,3,3,60938,3,4,4,69494,2,2,2,54395,5,7,7,112308,8,10,10,61143,4,6,8,,,,,,,,,,,,
123783,15,22,23,58200,13,20,21,424247,15,23,25,94325,10,17,17,94325,10,17,17,77590,10,18,22,69174,2,3,3,61779,3,4,4,70336,2,2,2,55307,5,8,8,113147,8,10,10,62053,4,6,8,,,,,,,,,,,,
124695,15,23,25,59041,13,20,21,425088,15,23,25,95166,10,17,17,95166,10,17,17,78431,10,18,22,70016,2,3,3,62691,3,4,4,71178,2,2,2,56146,5,8,8,113988,8,10,10,62893,4,6,8,,,,,,,,,,,,
125605,13,22,24,59953,13,20,21,426000,15,24,27,96007,10,17,17,96007,10,17,17,79342,9,18,22,70927,2,3,3,63533,2,3,3,72089,2,3,3,56986,5,8,8,114898,8,11,11,63733,4,6,8,,,,,,,,,,,,
126517,14,22,23,60793,13,20,21,426911,15,23,27,96918,10,17,18,96918,10,17,18,80184,9,17,21,71769,2,3,3,64375,2,3,3,72931,2,3,3,57896,5,7,7,115739,8,11,11,64643,4,6,8,,,,,,,,,,,,
127428,14,22,25,61634,13,20,21,427823,14,23,24,97759,10,17,18,97759,10,17,18,81025,9,17,21,72610,2,3,3,65287,2,3,3,73773,2,3,3,58737,5,7,7,116579,8,11,11,65483,4,6,8,,,,,,,,,,,,
128339,15,24,26,62546,13,20,21,428735,14,22,23,98599,10,17,18,98599,10,17,18,81935,9,17,20,73522,1,2,2,66128,2,3,3,74684,2,2,2,59577,5,7,7,117490,8,11,11,66323,4,6,8,,,,,,,,,,,,
129251,15,24,27,63387,13,20,21,429646,15,24,25,99511,10,17,18,99511,10,17,18,82777,9,17,20,74363,1,2,2,66970,2,3,3,75526,2,2,2,60487,5,7,7,118330,8,11,11,67233,4,6,7,,,,,,,,,,,,
130161,15,25,27,64228,13,20,21,430558,15,25,26,100352,10,17,18,100352,10,17,18,83617,9,17,20,75205,1,2,2,67881,2,4,4,76367,2,2,2,61328,5,7,7,119171,8,11,11,68074,4,6,7,,,,,,,,,,,,
131074,16,26,28,65139,13,20,21,431470,16,24,25,101193,10,17,18,101193,10,17,18,84529,10,17,20,76116,2,2,2,68723,2,4,4,77279,2,3,3,62168,5,7,7,120080,8,10,10,68914,4,6,7,,,,,,,,,,,,
131985,16,25,28,65980,13,20,21,432381,16,24,24,102104,10,16,17,102104,10,16,17,85369,10,17,20,76958,2,2,2,69565,3,5,5,78120,2,3,3,63078,5,7,8,120921,8,10,10,69824,4,6,7,,,,,,,,,,,,
132896,16,25,28,66821,13,20,21,433294,17,26,27,102945,10,16,17,102945,10,16,17,86210,10,17,20,77800,2,2,2,70476,3,4,4,78962,2,3,3,63919,5,7,8,121761,8,10,10,70664,4,6,7,,,,,,,,,,,,
133808,16,24,26,67733,13,20,20,434205,17,26,27,103785,10,16,17,103785,10,16,17,87122,10,16,19,78711,2,2,3,71318,3,4,4,79875,2,3,3,64758,5,7,8,122672,8,10,10,71504,4,6,7,,,,,,,,,,,,
134648,16,24,26,68574,13,20,20,435117,16,25,26,104696,10,16,16,104696,10,16,16,87963,10,16,19,79553,2,2,3,72161,2,3,3,80716,2,3,3,65669,5,8,9,123511,8,10,10,72415,4,6,8,,,,,,,,,,,,
135489,16,24,26,69414,13,20,20,436029,16,25,26,105538,10,16,16,105538,10,16,16,88804,10,16,19,80394,2,2,3,73072,2,3,3,81558,2,3,3,66509,5,8,9,124352,8,10,10,73254,4,6,8,,,,,,,,,,,,
136400,16,24,26,70326,13,20,21,436940,16,25,26,106379,10,16,16,106379,10,16,16,89715,10,15,18,81306,2,2,3,73914,2,3,3,82469,2,4,4,67350,5,8,9,125262,8,10,10,74095,4,6,8,,,,,,,,,,,,
137240,16,24,26,71166,13,20,21,437781,16,25,26,107289,10,15,15,107289,10,15,15,90556,10,15,18,82147,2,2,3,74756,2,3,3,83311,2,4,4,68259,5,7,8,126102,8,10,10,75004,4,6,8,,,,,,,,,,,,
138081,16,24,26,72008,13,20,21,438623,16,25,26,108130,10,15,15,108130,10,15,15,91397,10,15,18,82989,2,2,3,75667,2,3,3,84153,2,4,4,69100,5,7,8,126942,8,10,10,75845,4,6,8,,,,,,,,,,,,
138992,17,24,26,72920,13,20,21,439534,16,25,27,108971,10,15,15,108971,10,15,15,92308,10,15,18,83900,2,2,3,76509,2,3,3,85066,2,4,4,69940,5,7,8,127852,8,11,11,76686,4,6,8,,,,,,,,,,,,
139833,17,24,26,73760,13,20,21,440445,15,24,26,109882,10,15,15,109882,10,15,15,93149,10,15,18,84742,2,2,3,77350,2,3,3,85908,2,4,4,70850,5,7,8,128693,8,11,11,77595,4,6,6,,,,,,,,,,,,
140674,17,24,26,74601,13,20,21,441357,15,24,26,110723,10,15,15,110723,10,15,15,93989,10,15,18,85583,2,2,3,78262,1,3,3,86750,2,4,4,71691,5,7,8,129532,8,11,11,78436,4,6,6,,,,,,,,,,,,
141585,17,24,24,75513,13,20,21,442269,15,24,26,111563,10,15,15,111563,10,15,15,94901,10,15,18,86495,1,3,3,79105,1,3,3,87660,3,4,4,72530,5,7,8,130443,8,10,10,79276,4,6,6,,,,,,,,,,,,
142425,17,24,24,76354,13,20,21,443181,15,24,26,112475,10,15,15,112475,10,15,15,95741,10,15,18,87336,1,3,3,79946,1,3,3,88502,3,4,4,73441,5,7,8,131283,8,10,10,80186,4,6,7,,,,,,,,,,,,
143265,17,24,24,77195,13,20,21,444092,15,24,25,113315,10,15,15,113315,10,15,15,96583,10,15,18,88178,1,3,3,80858,1,3,3,89344,3,4,4,74281,5,7,8,132123,8,10,10,81026,4,6,7,,,,,,,,,,,,
144177,18,25,25,78106,14,20,21,445004,15,25,27,114156,10,15,15,114156,10,15,15,97495,10,15,18,89089,1,2,3,81699,1,3,3,90256,3,4,4,75122,5,7,8,133033,8,10,10,81865,4,6,7,,,,,,,,,,,,
145017,18,25,25,78948,14,20,21,445916,16,26,28,115067,9,14,15,115067,9,14,15,98335,10,15,18,89930,1,2,3,82541,1,3,3,91098,3,4,4,76033,5,8,8,133873,8,10,10,82776,4,6,6,,,,,,,,,,,,
145858,18,25,25,79789,14,20,21,446827,16,26,28,115909,9,14,15,115909,9,14,15,99176,10,15,18,90772,1,2,3,83453,1,2,3,91939,3,4,4,76872,5,8,8,134714,8,10,10,83616,4,6,6,,,,,,,,,,,,
146769,19,25,25,80700,14,19,19,447740,15,25,27,116749,9,14,15,116749,9,14,15,100087,9,14,16,91683,1,2,3,84294,2,3,4,92851,3,4,4,77714,5,8,8,135624,8,10,10,84456,4,6,6,,,,,,,,,,,,
147610,19,25,25,81543,14,19,19,448651,15,26,27,117660,9,14,15,117660,9,14,15,100928,9,14,16,92525,1,2,3,85136,2,3,4,93692,3,4,4,78623,5,7,8,136464,8,10,10,85366,4,5,5,,,,,,,,,,,,
148450,19,25,25,82382,14,19,19,449562,15,26,29,118501,9,14,15,118501,9,14,15,101769,9,14,16,93367,1,2,3,86047,1,3,4,94534,3,4,4,79463,5,7,8,137305,8,10,10,86206,4,5,5,,,,,,,,,,,,
149362,19,25,26,83294,14,19,19,450473,15,26,29,119342,9,14,15,119342,9,14,15,102680,10,14,16,94278,2,2,3,86889,1,3,4,95446,2,4,4,80303,5,7,8,138215,8,10,10,87047,4,5,5,,,,,,,,,,,,
150201,19,25,26,84134,14,19,19,451315,15,26,29,120253,9,14,16,120253,9,14,16,103521,10,14,16,95120,2,2,3,87732,0,2,3,96288,2,4,4,81214,5,7,8,139055,8,10,10,87957,4,5,5,,,,,,,,,,,,
151042,19,25,26,84976,14,19,19,452156,15,26,29,121094,9,14,16,121094,9,14,16,104361,10,14,16,95962,2,2,3,88643,1,2,3,97129,2,4,4,82054,5,7,8,139895,8,10,10,88797,4,5,5,,,,,,,,,,,,
151953,19,24,26,85888,14,20,20,453067,15,26,29,121934,9,14,16,121934,9,14,16,105273,10,14,15,96873,1,2,3,89485,1,2,3,98041,2,4,4,82894,5,7,8,140806,8,10,10,89637,4,5,5,,,,,,,,,,,,
152794,19,24,26,86728,14,20,20,453908,15,26,29,122846,9,14,17,122846,9,14,17,106114,10,14,15,97715,1,2,3,90327,2,3,4,98883,2,4,4,83805,4,7,9,141646,8,10,10,90547,3,5,5,,,,,,,,,,,,
153633,19,24,26,87569,14,20,20,454749,15,26,29,123686,9,14,17,123686,9,14,17,106954,10,14,15,98556,1,2,3,91238,2,3,4,99725,2,4,4,84644,4,7,9,142486,8,10,10,91387,3,5,5,,,,,,,,,,,,
154545,19,23,25,88481,14,20,20,455661,15,26,29,124527,9,14,17,124527,9,14,17,107866,10,16,16,99468,2,2,3,92080,2,3,4,100636,2,4,4,85485,4,7,9,143397,8,10,11,92227,3,5,5,,,,,,,,,,,,
155385,19,23,25,89322,14,20,20,456502,15,26,29,125438,9,14,17,125438,9,14,17,108707,10,16,16,100308,2,2,3,92921,2,3,4,101478,2,4,4,86395,4,7,8,144237,8,10,11,93137,3,5,5,,,,,,,,,,,,
156226,19,23,25,90163,14,20,20,457342,15,26,29,126279,9,14,17,126279,9,14,17,109548,10,16,16,101150,2,2,3,93833,1,3,3,102320,2,4,4,87235,4,7,8,145078,8,10,11,93978,3,5,5,,,,,,,,,,,,
157137,18,23,25,91074,14,20,20,458254,14,24,27,127120,9,14,17,127120,9,14,17,110459,10,16,17,102062,1,2,3,94674,1,3,3,103231,2,4,4,88076,4,7,8,145988,8,11,11,94818,3,5,5,,,,,,,,,,,,
157977,18,23,25,91916,14,20,20,459096,14,24,27,128031,9,14,17,128031,9,14,17,111299,10,16,17,102903,1,2,3,95516,1,3,3,104073,2,4,4,88986,4,6,7,146828,8,11,11,95728,4,5,5,,,,,,,,,,,,
158818,18,23,25,92756,14,20,20,459936,14,24,27,128872,9,14,17,128872,9,14,17,112140,10,16,17,103745,1,2,3,96428,0,2,2,104914,2,4,4,89826,4,6,7,147668,8,11,11,96569,4,5,5,,,,,,,,,,,,
159729,18,24,25,93669,14,21,21,460848,14,23,26,129713,9,14,17,129713,9,14,17,113051,10,17,18,104656,1,2,2,97269,0,2,2,105827,3,4,4,90667,4,6,7,148579,8,10,11,97409,4,5,5,,,,,,,,,,,,
160570,18,24,25,94510,14,21,21,461689,14,23,26,130624,9,14,17,130624,9,14,17,113892,10,17,18,105498,1,2,2,98111,0,2,2,106669,3,4,4,91577,5,6,7,149419,8,10,11,98319,4,5,5,,,,,,,,,,,,
161410,18,24,25,95350,14,21,21,462530,14,24,26,131465,9,14,17,131465,9,14,17,114734,10,17,18,106339,1,2,2,99022,0,2,3,107510,3,4,4,92418,5,6,7,150259,8,10,11,99159,4,5,5,,,,,,,,,,,,
162323,18,25,26,96262,14,21,22,463441,13,22,25,132305,9,14,17,132305,9,14,17,115645,10,18,19,107250,1,2,2,99864,0,2,3,108422,2,3,3,93257,5,6,7,151170,8,10,11,99999,4,5,5,,,,,,,,,,,,
163162,18,25,26,97103,14,21,22,464283,13,22,25,133216,9,15,17,133216,9,15,17,116486,10,18,19,108092,1,2,2,100706,0,2,3,109264,2,3,3,94168,5,6,7,152010,8,10,11,100910,3,5,5,,,,,,,,,,,,
164002,18,25,26,97944,14,21,22,465124,13,23,25,134056,9,15,17,134056,9,15,17,117325,10,18,19,108934,1,2,2,101617,0,2,3,110106,2,3,3,95007,5,6,7,152850,8,10,11,101749,3,5,5,,,,,,,,,,,,
164914,18,25,27,98897,15,22,23,466035,13,23,25,134897,9,15,17,134897,9,15,17,118237,10,19,20,109845,1,3,3,102459,1,3,4,111016,2,3,3,95848,5,6,7,153760,8,10,10,102590,3,5,5,,,,,,,,,,,,
165754,18,25,27,99780,15,22,23,466877,13,23,25,135809,10,15,17,135809,10,15,17,119078,10,19,20,110687,1,3,3,103301,1,3,4,111858,2,3,3,96758,5,6,8,154601,8,10,10,103500,4,5,5,,,,,,,,,,,,
166595,18,25,27,100662,15,22,23,467718,13,23,25,136649,10,15,17,136649,10,15,17,119919,10,19,20,111527,1,3,3,104213,1,3,4,112700,2,3,3,97599,5,6,8,155441,8,10,10,104341,4,5,5,,,,,,,,,,,,
167506,17,24,26,101574,15,22,25,468629,14,22,25,137490,10,15,17,137490,10,15,17,120832,10,18,21,112440,1,3,3,105054,0,2,3,113611,2,3,3,98439,5,6,8,156352,8,10,11,105182,4,5,5,,,,,,,,,,,,
168346,17,24,26,102415,15,22,25,469470,14,22,25,138401,10,15,17,138401,10,15,17,121671,10,18,21,113282,1,3,3,105895,0,2,3,114454,2,3,3,99349,5,6,8,157192,8,10,11,106091,3,4,5,,,,,,,,,,,,
169187,17,24,26,103256,15,22,25,470311,14,22,25,139242,10,15,17,139242,10,15,17,122512,10,18,21,114122,1,3,3,106807,0,2,3,115296,2,3,3,100190,5,6,8,158032,8,10,11,106932,3,4,5,,,,,,,,,,,,
170098,17,26,27,104168,15,22,25,471223,14,21,26,140084,10,15,17,140084,10,15,17,123423,9,18,21,115034,1,3,3,107649,0,2,3,116207,2,3,3,101030,5,6,8,158944,8,10,11,107771,3,4,5,,,,,,,,,,,,
